profile_id,worker_id,raw_description,embedding,created_at
5148,5148,Experienced pipe repair with 12 years of experience. Speaks Telugu. Available to travel up to 23 km. Current rating is 3.93.,,2025-03-10
5149,5149,Experienced tile installation with 12 years of experience. Speaks Kannada. Available to travel up to 22 km. Current rating is 4.42.,,2025-01-10
5150,5150,Experienced ac technician with 10 years of experience. Speaks Kannada. Available to travel up to 21 km. Current rating is 3.95.,,2025-12-27
5151,5151,Experienced refrigerator repair with 5 years of experience. Speaks Hindi. Available to travel up to 25 km. Current rating is 4.91.,,2025-06-17
5152,5152,Experienced tv repair with 20 years of experience. Speaks Hindi. Available to travel up to 12 km. Current rating is 4.47.,,2025-07-29
5153,5153,Experienced deep cleaning with 0 years of experience. Speaks Malayalam. Available to travel up to 15 km. Current rating is 4.23.,,2025-06-12
5154,5154,Experienced security guard with 7 years of experience. Speaks Malayalam. Available to travel up to 14 km. Current rating is 4.48.,,2025-07-29
5155,5155,Experienced kitchen cleaning with 9 years of experience. Speaks Kannada. Available to travel up to 28 km. Current rating is 4.69.,,2025-12-18
5156,5156,Experienced makeup artist with 0 years of experience. Speaks Malayalam. Available to travel up to 9 km. Current rating is 4.52.,,2025-11-29
5157,5157,Experienced ac technician with 17 years of experience. Speaks English. Available to travel up to 8 km. Current rating is 4.96.,,2025-03-03
5158,5158,Experienced tv repair with 15 years of experience. Speaks Malayalam. Available to travel up to 11 km. Current rating is 3.7.,,2025-09-16
5159,5159,Experienced exterior painting with 5 years of experience. Speaks Malayalam. Available to travel up to 17 km. Current rating is 4.42.,,2025-05-13
5160,5160,Experienced mason with 12 years of experience. Speaks Tamil. Available to travel up to 9 km. Current rating is 4.07.,,2025-12-27
5161,5161,Experienced gardener with 8 years of experience. Speaks Telugu. Available to travel up to 20 km. Current rating is 5.0.,,2025-05-21
5162,5162,Experienced bathroom cleaning with 12 years of experience. Speaks Telugu. Available to travel up to 9 km. Current rating is 4.29.,,2025-04-19
5163,5163,Experienced wall painting with 13 years of experience. Speaks Malayalam. Available to travel up to 20 km. Current rating is 4.1.,,2025-08-04
5164,5164,Experienced bathroom fitting with 9 years of experience. Speaks Telugu. Available to travel up to 46 km. Current rating is 4.75.,,2025-09-05
5165,5165,Experienced pipe repair with 16 years of experience. Speaks Malayalam. Available to travel up to 7 km. Current rating is 3.98.,,2026-01-01
5166,5166,Experienced tile installation with 18 years of experience. Speaks Tamil. Available to travel up to 10 km. Current rating is 4.31.,,2025-11-22
5167,5167,Experienced water tank installation with 6 years of experience. Speaks Telugu. Available to travel up to 35 km. Current rating is 4.74.,,2025-01-02
5168,5168,Experienced cloth stitching with 15 years of experience. Speaks Hindi. Available to travel up to 6 km. Current rating is 4.86.,,2025-04-15
5169,5169,Experienced beautician with 17 years of experience. Speaks Telugu. Available to travel up to 28 km. Current rating is 3.53.,,2025-10-03
5170,5170,Experienced door repair with 6 years of experience. Speaks Hindi. Available to travel up to 5 km. Current rating is 4.62.,,2025-03-05
5171,5171,Experienced fan installation with 2 years of experience. Speaks Hindi. Available to travel up to 41 km. Current rating is 3.63.,,2025-11-14
5172,5172,Experienced painter with 11 years of experience. Speaks English. Available to travel up to 13 km. Current rating is 3.87.,,2025-08-12
5173,5173,Experienced tree trimming with 3 years of experience. Speaks English. Available to travel up to 23 km. Current rating is 4.24.,,2025-03-10
5174,5174,Experienced house wiring with 2 years of experience. Speaks Hindi. Available to travel up to 42 km. Current rating is 3.63.,,2025-02-09
5175,5175,Experienced bathroom fitting with 13 years of experience. Speaks Malayalam. Available to travel up to 15 km. Current rating is 4.84.,,2025-03-22
5176,5176,Experienced brick work with 13 years of experience. Speaks Kannada. Available to travel up to 12 km. Current rating is 3.52.,,2025-10-31
5177,5177,Experienced driver with 14 years of experience. Speaks Malayalam. Available to travel up to 50 km. Current rating is 4.51.,,2025-11-22
5178,5178,Experienced hair stylist with 5 years of experience. Speaks Malayalam. Available to travel up to 17 km. Current rating is 4.66.,,2025-01-12
5179,5179,Experienced wood polishing with 20 years of experience. Speaks Tamil. Available to travel up to 5 km. Current rating is 3.65.,,2025-01-14
5180,5180,Experienced lawn maintenance with 20 years of experience. Speaks Hindi. Available to travel up to 34 km. Current rating is 3.78.,,2025-02-11
5181,5181,Experienced electrician with 3 years of experience. Speaks English. Available to travel up to 44 km. Current rating is 4.6.,,2025-03-27
5182,5182,Experienced water tank installation with 2 years of experience. Speaks English. Available to travel up to 18 km. Current rating is 3.69.,,2025-10-06
5183,5183,Experienced switch repair with 10 years of experience. Speaks English. Available to travel up to 39 km. Current rating is 3.69.,,2025-07-12
5184,5184,Experienced exterior painting with 5 years of experience. Speaks Kannada. Available to travel up to 11 km. Current rating is 4.44.,,2025-11-01
5185,5185,Experienced cook with 13 years of experience. Speaks Tamil. Available to travel up to 47 km. Current rating is 4.76.,,2025-07-14
5186,5186,Experienced movers with 15 years of experience. Speaks English. Available to travel up to 6 km. Current rating is 3.72.,,2025-09-13
5187,5187,Experienced carpenter with 4 years of experience. Speaks Telugu. Available to travel up to 27 km. Current rating is 3.99.,,2025-01-28
5188,5188,Experienced catering with 8 years of experience. Speaks Kannada. Available to travel up to 21 km. Current rating is 4.8.,,2025-08-30
5189,5189,Experienced lawn maintenance with 20 years of experience. Speaks Telugu. Available to travel up to 9 km. Current rating is 3.62.,,2025-02-12
5190,5190,Experienced tree trimming with 11 years of experience. Speaks Malayalam. Available to travel up to 32 km. Current rating is 4.07.,,2025-07-20
5191,5191,Experienced alteration with 11 years of experience. Speaks Kannada. Available to travel up to 5 km. Current rating is 4.14.,,2025-10-22
5192,5192,Experienced bathroom cleaning with 3 years of experience. Speaks Malayalam. Available to travel up to 27 km. Current rating is 3.67.,,2025-09-17
5193,5193,Experienced microwave repair with 6 years of experience. Speaks Malayalam. Available to travel up to 41 km. Current rating is 3.98.,,2025-01-07
5194,5194,Experienced lawn maintenance with 9 years of experience. Speaks Hindi. Available to travel up to 50 km. Current rating is 4.9.,,2025-10-26
5195,5195,Experienced door repair with 16 years of experience. Speaks Malayalam. Available to travel up to 16 km. Current rating is 4.41.,,2025-07-03
5196,5196,Experienced fan installation with 13 years of experience. Speaks Malayalam. Available to travel up to 46 km. Current rating is 4.47.,,2025-06-15
5197,5197,Experienced plumber with 3 years of experience. Speaks Telugu. Available to travel up to 33 km. Current rating is 4.16.,,2025-03-01
5198,5198,Experienced house cleaning with 17 years of experience. Speaks Tamil. Available to travel up to 20 km. Current rating is 3.98.,,2025-04-05
5199,5199,Experienced house cleaning with 17 years of experience. Speaks Tamil. Available to travel up to 10 km. Current rating is 4.27.,,2025-11-28
5200,5200,Experienced painter with 15 years of experience. Speaks Malayalam. Available to travel up to 6 km. Current rating is 4.05.,,2025-11-26
5201,5201,Experienced alteration with 0 years of experience. Speaks Hindi. Available to travel up to 27 km. Current rating is 3.86.,,2025-01-07
5202,5202,Experienced electrician with 16 years of experience. Speaks Tamil. Available to travel up to 15 km. Current rating is 3.7.,,2025-09-20
5203,5203,Experienced microwave repair with 3 years of experience. Speaks Tamil. Available to travel up to 28 km. Current rating is 3.67.,,2025-02-16
5204,5204,Experienced light installation with 1 years of experience. Speaks Telugu. Available to travel up to 33 km. Current rating is 4.72.,,2025-01-09
5205,5205,Experienced brick work with 7 years of experience. Speaks Tamil. Available to travel up to 43 km. Current rating is 4.76.,,2025-04-02
5206,5206,Experienced door repair with 10 years of experience. Speaks Kannada. Available to travel up to 45 km. Current rating is 3.7.,,2025-11-24
5207,5207,Experienced concrete work with 4 years of experience. Speaks Hindi. Available to travel up to 28 km. Current rating is 4.58.,,2025-04-24
5208,5208,Experienced catering with 14 years of experience. Speaks English. Available to travel up to 17 km. Current rating is 4.75.,,2025-09-03
5209,5209,Experienced brick work with 14 years of experience. Speaks Malayalam. Available to travel up to 35 km. Current rating is 4.44.,,2025-11-29
5210,5210,Experienced exterior painting with 19 years of experience. Speaks English. Available to travel up to 21 km. Current rating is 4.96.,,2025-09-13
5211,5211,Experienced beautician with 12 years of experience. Speaks Telugu. Available to travel up to 16 km. Current rating is 4.25.,,2025-07-23
5212,5212,Experienced electrician with 10 years of experience. Speaks Hindi. Available to travel up to 37 km. Current rating is 4.9.,,2025-05-16
5213,5213,Experienced exterior painting with 4 years of experience. Speaks Telugu. Available to travel up to 20 km. Current rating is 4.75.,,2025-05-26
5214,5214,Experienced door repair with 15 years of experience. Speaks Telugu. Available to travel up to 11 km. Current rating is 4.08.,,2025-03-29
5215,5215,Experienced gardener with 18 years of experience. Speaks English. Available to travel up to 45 km. Current rating is 4.12.,,2025-04-26
5216,5216,Experienced water tank installation with 4 years of experience. Speaks Telugu. Available to travel up to 16 km. Current rating is 3.9.,,2025-06-04
5217,5217,Experienced house cleaning with 5 years of experience. Speaks Kannada. Available to travel up to 27 km. Current rating is 4.75.,,2025-03-13
5218,5218,Experienced concrete work with 20 years of experience. Speaks Tamil. Available to travel up to 11 km. Current rating is 4.27.,,2025-01-13
5219,5219,Experienced water tank installation with 18 years of experience. Speaks Tamil. Available to travel up to 49 km. Current rating is 4.57.,,2025-01-08
5220,5220,Experienced gardener with 3 years of experience. Speaks Tamil. Available to travel up to 6 km. Current rating is 3.88.,,2025-12-09
5221,5221,Experienced wall painting with 13 years of experience. Speaks Kannada. Available to travel up to 41 km. Current rating is 3.89.,,2025-07-03
5222,5222,Experienced ac installation with 15 years of experience. Speaks English. Available to travel up to 31 km. Current rating is 4.18.,,2025-01-26
5223,5223,Experienced deep cleaning with 20 years of experience. Speaks English. Available to travel up to 15 km. Current rating is 4.36.,,2025-08-03
5224,5224,Experienced bathroom cleaning with 9 years of experience. Speaks Hindi. Available to travel up to 30 km. Current rating is 3.79.,,2025-04-28
5225,5225,Experienced tailor with 7 years of experience. Speaks Telugu. Available to travel up to 6 km. Current rating is 3.89.,,2025-07-07
5226,5226,Experienced tree trimming with 8 years of experience. Speaks Tamil. Available to travel up to 50 km. Current rating is 3.85.,,2025-02-06
5227,5227,Experienced ac repair with 14 years of experience. Speaks Telugu. Available to travel up to 41 km. Current rating is 4.67.,,2025-12-08
5228,5228,Experienced alteration with 10 years of experience. Speaks Tamil. Available to travel up to 5 km. Current rating is 3.82.,,2025-11-19
5229,5229,Experienced painter with 11 years of experience. Speaks Hindi. Available to travel up to 35 km. Current rating is 4.51.,,2025-03-07
