job_id,employer_id,title,description,budget,status,location_id,posted_at
1755,187,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,9226,Assigned,758,2025-04-29
1756,129,Need Gardener,Looking for an experienced gardener to provide gardening services.,9613,Open,190,2025-02-08
1757,134,Need Bathroom Cleaning,Looking for an experienced bathroom cleaning to provide cleaning services.,9980,Open,610,2025-09-09
1758,126,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,1197,Cancelled,120,2025-11-03
1759,410,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,3227,Completed,777,2025-07-29
1760,229,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,930,Assigned,75,2025-07-15
1761,186,Need Gardener,Looking for an experienced gardener to provide gardening services.,5075,Completed,44,2025-11-05
1762,336,Need Alteration,Looking for an experienced alteration to provide tailoring services.,3760,Assigned,465,2025-12-10
1763,80,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,767,Completed,614,2025-08-01
1764,196,Need Catering,Looking for an experienced catering to provide cooking services.,7573,Open,511,2025-01-12
1765,227,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,4961,Assigned,655,2025-09-02
1766,134,Need Mason,Looking for an experienced mason to provide construction services.,9944,Completed,785,2025-12-22
1767,67,Need Carpenter,Looking for an experienced carpenter to provide carpentry services.,6845,Completed,546,2025-09-18
1768,378,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,8614,Open,121,2025-02-23
1769,133,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,8072,Completed,725,2025-10-14
1770,9,Need AC Technician,Looking for an experienced ac technician to provide hvac services.,3418,Open,420,2025-12-29
1771,201,Need Light Installation,Looking for an experienced light installation to provide electrical services.,7485,Completed,329,2025-11-28
1772,352,Need Alteration,Looking for an experienced alteration to provide tailoring services.,2753,Completed,597,2025-10-19
1773,31,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,9196,Open,123,2025-02-26
1774,455,Need Gardener,Looking for an experienced gardener to provide gardening services.,7254,Open,710,2025-10-12
1775,351,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,4583,Open,392,2025-08-29
1776,461,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,7556,Completed,243,2025-11-07
1777,393,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,5254,Assigned,203,2025-11-22
1778,488,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,3431,Open,387,2025-10-16
1779,163,Need Microwave Repair,Looking for an experienced microwave repair to provide home appliances services.,6638,Open,189,2025-04-09
1780,447,Need Security Guard,Looking for an experienced security guard to provide security services.,2986,Open,253,2025-12-13
1781,197,Need Brick Work,Looking for an experienced brick work to provide construction services.,2965,Completed,734,2025-04-21
1782,287,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,674,Completed,589,2025-05-18
1783,420,Need Fan Installation,Looking for an experienced fan installation to provide electrical services.,9118,Open,16,2025-09-27
1784,287,Need Electrician,Looking for an experienced electrician to provide electrical services.,1632,Cancelled,782,2025-03-21
1785,249,Need Tailor,Looking for an experienced tailor to provide tailoring services.,9026,Assigned,414,2025-04-28
1786,392,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,4439,Completed,286,2025-04-11
1787,98,Need Furniture Assembly,Looking for an experienced furniture assembly to provide carpentry services.,7850,Completed,452,2025-10-24
1788,376,Need Tile Installation,Looking for an experienced tile installation to provide construction services.,5596,Open,441,2025-12-04
1789,64,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,8994,Cancelled,131,2025-12-25
1790,468,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,6263,Completed,578,2025-04-23
1791,317,Need Cook,Looking for an experienced cook to provide cooking services.,3326,Completed,605,2025-11-26
1792,23,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,6182,Completed,273,2025-02-20
1793,489,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,1722,Completed,207,2025-02-21
1794,312,Need Pipe Repair,Looking for an experienced pipe repair to provide plumbing services.,6489,Open,241,2025-03-06
1795,341,Need Brick Work,Looking for an experienced brick work to provide construction services.,1145,Open,298,2025-09-25
1796,3,Need Plumber,Looking for an experienced plumber to provide plumbing services.,1687,Assigned,474,2025-07-20
1797,37,Need Makeup Artist,Looking for an experienced makeup artist to provide beauty services.,9716,Open,139,2025-10-27
1798,327,Need Cloth Stitching,Looking for an experienced cloth stitching to provide tailoring services.,3575,Assigned,739,2025-01-17
1799,321,Need Catering,Looking for an experienced catering to provide cooking services.,4136,Assigned,349,2025-10-29
1800,392,Need Alteration,Looking for an experienced alteration to provide tailoring services.,5213,Completed,343,2025-11-12
1801,399,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,5605,Assigned,598,2025-08-19
1802,353,Need Leak Detection,Looking for an experienced leak detection to provide plumbing services.,1224,Completed,10,2025-07-30
1803,24,Need Tailor,Looking for an experienced tailor to provide tailoring services.,6943,Assigned,336,2025-12-09
1804,163,Need Driver,Looking for an experienced driver to provide driving services.,4146,Completed,320,2025-07-28
1805,279,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,9840,Assigned,640,2025-07-19
1806,457,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,871,Completed,611,2025-09-23
1807,232,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,2601,Completed,715,2025-08-08
1808,313,Need AC Installation,Looking for an experienced ac installation to provide hvac services.,7869,Open,73,2025-06-21
1809,341,Need Light Installation,Looking for an experienced light installation to provide electrical services.,6478,Open,147,2025-07-05
1810,66,Need Light Installation,Looking for an experienced light installation to provide electrical services.,5490,Completed,320,2025-08-19
1811,52,Need Washing Machine Repair,Looking for an experienced washing machine repair to provide home appliances services.,700,Open,626,2025-02-18
1812,188,Need Concrete Work,Looking for an experienced concrete work to provide construction services.,9506,Open,414,2025-05-20
1813,59,Need Interior Painting,Looking for an experienced interior painting to provide painting services.,9546,Completed,168,2025-01-11
1814,261,Need Alteration,Looking for an experienced alteration to provide tailoring services.,5193,Cancelled,680,2025-08-06
1815,387,Need Packers,Looking for an experienced packers to provide moving services services.,7094,Completed,264,2025-06-23
1816,389,Need Water Tank Installation,Looking for an experienced water tank installation to provide plumbing services.,3854,Assigned,329,2025-07-20
1817,445,Need Exterior Painting,Looking for an experienced exterior painting to provide painting services.,5131,Open,374,2025-06-16
1818,375,Need Refrigerator Repair,Looking for an experienced refrigerator repair to provide hvac services.,7043,Open,489,2025-09-26
1819,162,Need Beautician,Looking for an experienced beautician to provide beauty services.,5010,Completed,102,2025-11-23
1820,278,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,4164,Completed,514,2025-03-07
1821,82,Need Deep Cleaning,Looking for an experienced deep cleaning to provide cleaning services.,1541,Open,561,2025-10-22
1822,130,Need Driver,Looking for an experienced driver to provide driving services.,2328,Open,535,2025-04-06
1823,148,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,4879,Completed,252,2025-09-08
1824,147,Need Painter,Looking for an experienced painter to provide painting services.,900,Open,374,2025-11-01
1825,5,Need Electrician,Looking for an experienced electrician to provide electrical services.,4999,Assigned,781,2025-06-08
1826,103,Need Packers,Looking for an experienced packers to provide moving services services.,8014,Completed,526,2025-05-18
1827,454,Need Electrician,Looking for an experienced electrician to provide electrical services.,7118,Completed,316,2025-06-06
1828,25,Need Brick Work,Looking for an experienced brick work to provide construction services.,7055,Completed,432,2025-12-23
1829,291,Need TV Repair,Looking for an experienced tv repair to provide home appliances services.,6962,Assigned,682,2025-02-17
1830,189,Need Beautician,Looking for an experienced beautician to provide beauty services.,7795,Open,26,2025-04-16
1831,108,Need Wall Painting,Looking for an experienced wall painting to provide painting services.,9262,Open,641,2025-08-13
1832,495,Need House Cleaning,Looking for an experienced house cleaning to provide cleaning services.,9367,Assigned,576,2025-09-21
1833,265,Need Switch Repair,Looking for an experienced switch repair to provide electrical services.,5454,Completed,761,2025-11-07
1834,284,Need Door Repair,Looking for an experienced door repair to provide carpentry services.,6910,Assigned,98,2025-06-30
1835,175,Need Tree Trimming,Looking for an experienced tree trimming to provide gardening services.,8067,Completed,342,2025-05-16
1836,253,Need Kitchen Cleaning,Looking for an experienced kitchen cleaning to provide cleaning services.,6785,Completed,491,2025-01-12
